Section	Item Type	Date	Title	Author	Link	Tags	Teaser
Quotes	Quotation	2010-10-26 19:52:23	The Toxic Mix of Religion and Tribalism	E. O. Wilson	quotes/the-toxic-mix-of-religion-and-tribalism.html	cultural evolution, religion, science	The toxic mix of religion and tribalism has become so dangerous as to justify taking seriously the alternative view, that humanism based on science is the effective antidote, the light and the way at last placed before us. 
Quotes	Quotation	2010-04-06 19:31:43	The Fragile Constructs of History	Eamonn Kelly	quotes/the-fragile-constructs-of-history.html	cultural evolution	Perhaps the greatest cognitive barrier we face in making sense of the world is that we have come to view certain realities as part of a "natural order" that will remain unchallenged. In fact, many "fundamental truths" that we take for granted are simply the fragile constructs of history and could shift radically in the decade ahead.
Quotes	Quotation	2006-11-30 14:29:32	Those Sharp, Scratchy, Harsh, Almost Unpleasant Guys	Thomas J. Watson, Jr	quotes/those-sharp-scratchy-harsh-almost-unpleasant-guys.html	critical thinking	I never hesitated to promote someone I didn't like. The comfortable assistant, the nice guy you like to go on fishing trips with, is a great pitfall. Instead I looked for those sharp, scratchy, harsh, almost unpleasant guys who see and tell you about things as they really are. If you can get enough of them around you and have patience enough to hear them out, there is no limit to where you can go.
Quotes	Quotation	2018-08-03 11:36:11	Responsible Nationalism	Edward Luce	quotes/responsible-nationalism.html	governance	Lawrence Summers complained of 'the development of stateless elites whose allegiance is to global economic success and their own prosperity rather than the interests of the nation where they are headquartered'. By 2016, he was warning that the public's tolerance for expert solutions 'appears to have been exhausted'. He advised a new 'responsible nationalism', which would 'begin from the idea that the basic responsibility of government is to maximize the welfare of its citizens, not to pursue some abstract concept of the global good'. The global elites, in other words, need to catch up with how most people view the world -- not the other way round.
Quotes	Quotation	2018-08-03 10:58:37	Capitalism works best in societies where there are high levels of trust	Edward Luce	quotes/capitalism-works-best-in-societies-where-there-are-high-levels-of-trust.html	equality, society	Adam Smith, the great theorist of free trade economics, is revered for his *The Wealth of Nations*. His companion work, *The Theory of Moral Sentiments*, is mostly forgotten. Yet it is the more important of the two. In it, Smith sets out why capitalism works best in societies where there are high levels of trust between its participants. When social trust falls, the cost of doing business rises. Even in the late eighteenth century, at the dawn of modern growth, Smith grasped the psychological importance of possessing faith in a better future. 
Quotes	Quotation	2018-10-29 07:20:00	Let us accept our own responsibility for the future	John F. Kennedy	quotes/let-us-accept-our-own-responsibility-for-the-future.html	mission	Let us not despair but act. Let us not seek the Republican answer or the Democratic answer, but the right answer. Let us not seek to fix the blame for the past -- let us accept our own responsibility for the future. 
Quotes	Quotation	2017-02-26 12:38:51	A world that is tolerable	Walter Mosley	quotes/a-world-that-is-tolerable.html	mission	We have to stop and pull back, look at ourselves and each other and wonder if there is a way that each and every one of us (or at least the vast majority of us) can agree on the elements that make a world that is tolerable: a world with enough food and warmth and pleasant distractions; a world where love and belief are okay, even primary.
Quotes	Quotation	2011-10-30 11:35:29	Unbelievable Heroes	John Rogers	quotes/unbelievable-heroes.html	imperfection, stories	There are two novels that can change a bookish fourteen-year old's life: The <cite>Lord of the Rings</cite> and <cite>Atlas Shrugged</cite>. One is a childish fantasy that often engenders a lifelong obsession with its unbelievable heroes, leading to an emotionally stunted, socially crippled adulthood, unable to deal with the real world. The other, of course, involves orcs.
Quotes	Quotation	2018-11-15 16:24:42	Everyone is entitled to his own opinion, but not his own facts	Daniel Patrick Moynihan	quotes/everyone-is-entitled-to-his-own-opinion-but-not-his-own-facts.html	critical thinking	Everyone is entitled to his own opinion, but not his own facts
Quotes	Quotation	2011-04-22 06:03:10	This dazed and dramatic ignorance	G. K. Chesterton	quotes/this-dazed-and-dramatic-ignorance.html	wonder	One of the deepest and strangest of all human moods is the mood which will suddenly strike us perhaps in a garden at night, or deep in sloping meadows, the feeling that every flower and leaf has just uttered something stupendously direct and important, and that we have by a prodigy of imbecility not heard or understood it. There is a certain poetic value, and that a genuine one, in this sense of having missed the full meaning of things. There is beauty, not only in wisdom, but in this dazed and dramatic ignorance.
Quotes	Quotation	2006-11-30 14:29:32	Vital and Significant Forms of Art	Raymond Chandler	quotes/vital-and-significant-forms-of-art.html	art, individuals	Nor is it any part of my thesis to maintain that it [the detective story] is a vital and significant form of art. There are no vital and significant forms of art; there is only art, and precious little of that. The growth of populations has in no way increased the amount; it has merely increased the adeptness with which substitutes can be produced and packaged.
